respondent_id,_true_persona,Q2_community,Q3_nationality_region,Q4_age_group,Q5_household_composition,Q6_ownership,Q7_years_in_community,Q8_villa_bedrooms,Q9_income_bracket_aed,Q10_cleaning,Q10_gardening,Q10_pool,Q10_pest_control,Q10_repairs,Q10_none,Q11_sourcing_channel,Q12_satisfaction,Q13_pain_unreliable_staff,Q13_pain_inconsistent_quality,Q13_pain_trust_strangers,Q13_pain_high_cost,Q13_pain_time_coordinating,Q13_pain_staff_turnover,Q13_pain_no_accountability,Q13_pain_hard_to_find_specialists,Q13_pain_none,Q14_hours_coordinating_monthly,Q15_feat_fixed_schedule,Q15_feat_vetted_staff,Q15_feat_continuity,Q15_feat_bundled_package,Q15_feat_emergency_callout,Q15_feat_visit_tracking,Q15_feat_ratings_reviews,Q15_feat_flex_addons,Q15_feat_community_manager,Q16_continuity_importance,Q17_scheduling_pref,Q18_current_spend_aed,Q19_max_wtp_aed,Q20_billing_pref,Q22_vetting_importance,Q23_app_comfort,Q24_app_real_time_tracking,Q24_app_in_app_reschedule,Q24_app_ratings,Q24_app_photo_verification,Q24_app_chat,Q24_app_announcements,Q24_app_none_prefer_whatsapp,Q25_interest
235,Tech-Savvy Young Adopters,Jumeirah Park,Southeast/East Asian,25-34,Couple with children,Tenant,3.2,3,"30,000-49,999",0,0,0,0,1,0,Mix,4,1,1,0,0,1,0,0,0,0,7.8,1,1,0,1,0,0,1,0,1,5,Flexible/on-demand,1328.0,1409.0,Bundled into HOA fees,3,4,1,1,1,1,1,1,0,Maybe
236,Tech-Savvy Young Adopters,Jumeirah Islands,South Asian,35-44,"Single/couple, no children",Tenant,4.6,3,"30,000-49,999",0,0,0,0,0,1,Individual freelancers,2,1,1,0,1,0,0,0,0,0,5.8,0,0,0,1,0,0,0,0,0,3,Biweekly,2131.0,2153.0,Bundled into HOA fees,4,4,1,0,0,1,1,0,0,Maybe
237,Cost-Conscious Family Households,Akoya Oxygen,South Asian,35-44,Multigenerational household,Owner,2.6,3,,1,0,1,0,0,0,Individual freelancers,4,1,1,0,0,0,1,0,0,0,3.8,1,0,1,1,1,1,0,0,1,3,Monthly,869.0,682.0,Separate billing,5,1,1,1,1,0,0,0,0,Maybe
238,Affluent Low-Engagement,Dubai Hills Estate,Western (Europe/NA/ANZ),45-54,"Single/couple, no children",Owner,19.5,4,"80,000+",1,1,1,1,0,0,Agency/company,5,0,0,0,0,0,1,1,0,0,0.7,1,0,1,0,0,1,0,0,0,3,Biweekly,9365.0,11304.0,Separate billing,4,4,1,1,0,0,0,1,0,No
239,Time-Poor Premium Professionals,The Springs,Other Arab,35-44,"Single/couple, no children",Tenant,3.3,3,"80,000+",1,1,0,1,1,0,Agency/company,3,0,1,1,0,1,1,0,0,0,7.6,1,1,1,0,1,1,0,0,0,3,Weekly,3993.0,5475.0,Bundled into HOA fees,4,4,0,1,0,0,0,0,0,Yes
240,Time-Poor Premium Professionals,Dubai Hills Estate,Other Arab,25-34,Couple with children,Tenant,3.6,2,"50,000-79,999",1,0,0,0,1,0,Informal/word-of-mouth,4,0,1,0,0,0,0,0,1,0,6.2,0,0,0,1,0,0,1,1,0,5,Biweekly,3144.0,5194.0,No preference,5,4,0,0,0,1,0,0,0,Yes
241,Tech-Savvy Young Adopters,Jumeirah Islands,South Asian,25-34,Shared housing/roommates,Tenant,0.5,2,"30,000-49,999",1,0,0,1,1,0,Agency/company,3,1,1,1,0,1,0,1,0,0,7.1,1,1,0,0,1,0,1,0,0,2,Biweekly,1006.0,1504.0,No preference,4,4,1,0,0,1,1,0,0,Yes
242,Affluent Low-Engagement,Damac Hills,Other,35-44,"Single/couple, no children",Owner,2.5,5,"50,000-79,999",1,1,1,0,1,0,Agency/company,4,0,0,0,0,0,0,0,0,1,93.5,1,1,1,1,0,0,0,0,1,3,Biweekly,6426.0,12493.0,Separate billing,3,3,0,1,1,0,0,0,0,No
243,Cost-Conscious Family Households,Akoya Oxygen,GCC national,35-44,Multigenerational household,Tenant,11.8,5,"30,000-49,999",0,1,0,0,0,0,Individual freelancers,5,1,0,0,0,1,0,1,0,0,6.6,1,1,1,1,0,0,1,0,0,4,Weekly,2586.0,1946.0,Separate billing,5,3,0,1,0,1,0,0,0,Yes
244,Skeptical Traditionalists,Jumeirah Islands,South Asian,45-54,Multigenerational household,Owner,11.2,4,"50,000-79,999",1,0,1,1,0,1,DIY,4,0,0,0,0,1,1,1,1,0,5.1,0,0,1,0,0,1,0,0,0,5,Monthly,3400.0,72.0,Separate billing,5,2,0,0,1,0,0,0,0,Yes
245,Skeptical Traditionalists,The Springs,GCC national,35-44,Multigenerational household,Owner,9.3,4,"80,000+",1,1,0,0,0,0,Individual freelancers,5,0,0,1,0,0,0,1,1,0,3.9,0,1,0,1,1,0,0,0,0,5,Weekly,3733.0,2189.0,Bundled into HOA fees,5,2,0,1,0,0,1,0,1,Maybe
246,Tech-Savvy Young Adopters,Akoya Oxygen,Western (Europe/NA/ANZ),25-34,"Single/couple, no children",Tenant,3.3,4,"15,000-29,999",0,0,0,0,0,1,Agency/company,4,0,0,0,1,0,0,0,1,0,5.0,0,1,1,1,1,0,0,0,0,3,Biweekly,1417.0,1790.0,No preference,5,5,1,1,0,0,0,0,0,Maybe
247,Skeptical Traditionalists,Akoya Oxygen,GCC national,45-54,Couple with children,Owner,3.7,3,"80,000+",1,0,0,0,1,0,Informal/word-of-mouth,4,1,0,1,0,0,0,0,0,0,1.8,1,1,0,0,0,0,0,0,1,4,Weekly,2807.0,2692.0,Separate billing,5,2,0,1,0,1,1,0,0,No
248,Cost-Conscious Family Households,Al Furjan,African,25-34,Couple with children,Owner,,3,"50,000-79,999",1,0,0,0,0,0,Agency/company,2,0,1,0,1,0,0,1,0,0,3.5,0,0,1,1,1,0,0,1,0,3,Biweekly,1596.0,1534.0,Separate billing,2,2,1,0,1,0,1,1,1,Maybe
249,Cost-Conscious Family Households,Akoya Oxygen,South Asian,25-34,Shared housing/roommates,Tenant,2.1,4,"30,000-49,999",0,0,0,1,1,0,DIY,3,1,1,1,1,0,0,0,0,0,6.5,0,0,1,1,0,0,1,0,0,4,Biweekly,3276.0,2269.0,Bundled into HOA fees,4,5,0,0,0,0,0,0,0,Maybe
250,Cost-Conscious Family Households,Mudon,GCC national,45-54,Multigenerational household,Owner,2.0,4,"30,000-49,999",1,1,1,0,0,0,Individual freelancers,3,0,0,0,0,0,0,1,0,0,3.7,1,1,1,0,0,0,0,0,1,4,Weekly,1330.0,667.0,Bundled into HOA fees,4,4,1,0,0,0,0,1,0,Maybe
251,Skeptical Traditionalists,The Springs,GCC national,45-54,Multigenerational household,Owner,9.5,4,"Under 15,000",0,1,0,1,0,0,Informal/word-of-mouth,4,0,0,0,0,0,0,1,1,0,5.6,0,1,1,0,1,0,0,0,0,4,Monthly,1260.0,689.0,Separate billing,5,3,0,0,0,1,1,0,0,No
252,Tech-Savvy Young Adopters,The Springs,Other Arab,Under 25,Multigenerational household,Tenant,1.0,3,"30,000-49,999",0,0,1,0,0,0,Individual freelancers,2,1,0,0,1,0,0,0,0,0,2.0,1,1,0,1,0,0,0,0,0,3,Monthly,445.0,515.0,Bundled into HOA fees,3,4,0,0,0,0,0,0,0,Yes
253,Cost-Conscious Family Households,The Springs,Southeast/East Asian,35-44,Couple with children,Owner,2.9,3,"50,000-79,999",0,1,0,1,0,0,Individual freelancers,3,1,0,1,1,0,1,0,0,1,7.9,1,1,1,1,0,1,0,0,1,2,Monthly,1859.0,1513.0,Bundled into HOA fees,3,3,1,1,0,0,0,0,0,Maybe
254,Cost-Conscious Family Households,Akoya Oxygen,South Asian,55+,Multigenerational household,Owner,4.5,2,"15,000-29,999",1,0,0,0,0,0,Mix,3,0,1,0,1,1,0,0,0,0,6.6,0,1,1,1,0,0,1,1,1,4,Flexible/on-demand,855.0,907.0,Separate billing,3,3,1,0,0,0,0,0,0,Yes
255,Cost-Conscious Family Households,The Meadows,Southeast/East Asian,25-34,Couple with children,Owner,2.2,3,"50,000-79,999",1,0,0,0,0,1,Informal/word-of-mouth,5,0,0,1,1,0,1,1,1,0,9.3,0,1,1,1,1,0,0,1,1,4,Biweekly,2029.0,2336.0,Bundled into HOA fees,4,5,1,0,1,0,0,0,0,Yes
256,Affluent Low-Engagement,The Meadows,Other Arab,55+,Multigenerational household,Owner,7.8,3,"50,000-79,999",1,1,1,1,1,0,Agency/company,3,1,0,0,0,0,0,0,0,0,2.6,1,1,1,0,0,0,0,0,0,4,Biweekly,4148.0,5667.0,Separate billing,5,4,1,0,0,0,0,0,0,No
257,Tech-Savvy Young Adopters,Mudon,South Asian,Under 25,Multigenerational household,Owner,1.6,3,"80,000+",1,0,1,0,0,0,Agency/company,3,1,0,1,0,0,0,1,1,0,6.8,1,1,1,1,0,1,1,0,0,3,Weekly,2823.0,3675.0,Bundled into HOA fees,4,5,1,1,1,1,0,0,0,Yes
258,Time-Poor Premium Professionals,The Springs,Southeast/East Asian,55+,"Single/couple, no children",Tenant,2.5,4,"30,000-49,999",1,1,0,1,1,0,Agency/company,4,1,0,1,0,1,0,0,1,0,9.2,1,1,0,1,1,1,0,0,0,4,Weekly,3240.0,5921.0,Separate billing,3,3,0,1,1,0,0,0,0,Maybe
259,Time-Poor Premium Professionals,Akoya Oxygen,South Asian,45-54,"Single/couple, no children",Tenant,5.5,2,"80,000+",1,1,1,1,0,0,Individual freelancers,3,0,0,0,0,0,0,1,1,0,7.1,1,0,0,1,1,1,0,1,1,4,Biweekly,4400.0,5293.0,No preference,5,4,0,1,0,0,0,0,0,Yes
260,Skeptical Traditionalists,Jumeirah Islands,Southeast/East Asian,45-54,"Single/couple, no children",Owner,10.4,4,"30,000-49,999",0,1,0,0,1,0,Informal/word-of-mouth,2,1,0,1,0,0,0,0,0,0,0.6,0,1,1,1,0,1,0,0,1,4,Flexible/on-demand,1643.0,2177.0,Separate billing,5,3,1,0,0,1,0,1,0,Yes
261,Time-Poor Premium Professionals,Jumeirah Park,Western (Europe/NA/ANZ),25-34,"Single/couple, no children",Tenant,3.0,3,"50,000-79,999",1,1,0,0,1,0,Agency/company,3,1,1,0,0,1,1,0,0,0,8.0,1,0,1,1,0,1,0,0,0,2,Weekly,2497.0,2671.0,Separate billing,3,4,1,1,1,0,0,1,0,Yes
262,Tech-Savvy Young Adopters,Mudon,South Asian,25-34,"Single/couple, no children",Tenant,,2,"15,000-29,999",1,0,1,0,0,0,Individual freelancers,3,1,0,1,0,0,1,1,0,0,4.1,1,1,1,0,1,0,1,0,1,2,Monthly,392.0,776.0,Bundled into HOA fees,4,4,0,0,0,0,0,0,0,Yes
263,Cost-Conscious Family Households,Mudon,African,45-54,Couple with children,Tenant,5.5,3,"50,000-79,999",1,1,0,0,0,0,DIY,5,1,0,0,1,1,0,0,0,0,6.8,1,0,0,1,0,1,0,0,0,4,Biweekly,1811.0,1904.0,Bundled into HOA fees,4,2,0,0,0,1,0,0,0,Yes
264,Time-Poor Premium Professionals,The Springs,Western (Europe/NA/ANZ),25-34,Couple with children,Owner,3.2,4,,1,1,0,0,1,0,Agency/company,2,1,1,0,0,0,1,0,0,0,,1,1,1,0,1,0,0,0,0,5,Weekly,2930.0,5045.0,Separate billing,4,5,1,0,0,0,0,0,0,Yes
265,Tech-Savvy Young Adopters,Damac Hills,Southeast/East Asian,Under 25,Couple with children,Tenant,0.0,2,"15,000-29,999",0,0,0,0,1,0,Agency/company,3,0,0,0,0,0,0,0,1,0,2.7,1,1,0,0,1,0,1,0,0,3,Biweekly,629.0,514.0,Bundled into HOA fees,5,5,1,0,0,0,0,0,0,Maybe
266,Time-Poor Premium Professionals,Al Furjan,Other Arab,45-54,Couple with children,Tenant,6.7,4,"30,000-49,999",1,0,1,0,0,0,Agency/company,2,0,1,0,0,0,0,1,0,0,6.0,0,0,1,0,1,0,0,0,1,5,Biweekly,3453.0,4497.0,Bundled into HOA fees,5,3,0,0,0,0,0,0,1,Yes
267,Cost-Conscious Family Households,Al Furjan,Western (Europe/NA/ANZ),45-54,Couple with children,Tenant,4.2,4,"Under 15,000",0,0,0,0,0,1,DIY,4,0,1,0,0,1,0,1,0,0,5.0,0,0,0,0,1,0,0,1,1,3,Weekly,718.0,963.0,No preference,4,4,1,0,0,0,0,1,0,Maybe
268,Time-Poor Premium Professionals,The Meadows,Other Arab,35-44,"Single/couple, no children",Tenant,9.7,3,"50,000-79,999",1,0,0,0,0,0,Agency/company,3,0,0,0,0,1,0,0,0,0,4.2,1,1,1,1,0,0,0,1,0,4,Biweekly,1899.0,3951.0,Bundled into HOA fees,4,4,0,1,0,0,1,0,0,Yes
269,Time-Poor Premium Professionals,The Meadows,South Asian,35-44,Couple with children,Tenant,1.1,3,"80,000+",1,1,1,1,0,0,Mix,3,0,0,0,1,1,1,1,0,0,10.2,1,1,0,0,0,0,0,0,1,4,Weekly,4771.0,8742.0,Separate billing,5,4,0,0,0,1,1,0,0,Yes
270,Time-Poor Premium Professionals,Dubai Hills Estate,Western (Europe/NA/ANZ),45-54,Couple with children,Owner,3.7,3,"50,000-79,999",1,1,0,0,0,0,Agency/company,2,1,1,0,0,1,0,1,0,0,8.1,1,1,1,1,0,1,1,0,0,5,Weekly,2086.0,3244.0,No preference,5,5,0,0,0,0,0,1,0,Maybe
271,Time-Poor Premium Professionals,Damac Hills,Other Arab,35-44,Couple with children,Tenant,2.5,5,"80,000+",1,0,0,1,1,0,Mix,2,0,0,0,0,1,0,1,0,0,8.8,1,0,1,0,0,1,0,0,1,3,Weekly,6392.0,11073.0,Bundled into HOA fees,3,3,1,1,1,0,0,0,0,Maybe
272,Time-Poor Premium Professionals,Arabian Ranches,Western (Europe/NA/ANZ),35-44,Couple with children,Tenant,4.2,3,"50,000-79,999",1,0,0,0,0,0,Individual freelancers,3,0,1,1,0,1,1,1,1,0,11.4,0,1,1,1,1,1,0,0,1,3,Weekly,4861.0,4225.0,No preference,5,4,1,1,0,0,0,0,0,Yes
273,Time-Poor Premium Professionals,Arabian Ranches,GCC national,35-44,"Single/couple, no children",Owner,0.6,3,,1,0,0,1,0,1,Mix,3,1,1,0,0,1,1,1,0,0,12.0,1,0,1,0,0,0,0,0,1,5,Biweekly,3413.0,5433.0,Bundled into HOA fees,5,5,0,0,1,0,1,0,0,Yes
274,Skeptical Traditionalists,The Meadows,Other Arab,55+,Multigenerational household,Owner,10.1,3,,0,0,0,1,0,0,Informal/word-of-mouth,3,0,0,1,1,0,0,0,1,0,2.6,0,1,0,1,0,0,0,0,0,4,Weekly,1767.0,2390.0,Separate billing,5,1,1,1,1,0,0,1,1,No
275,Affluent Low-Engagement,Mudon,Other Arab,35-44,Couple with children,Owner,7.8,5,"15,000-29,999",1,1,1,0,0,0,Agency/company,5,1,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,1,1,0,3,Biweekly,5148.0,5360.0,Separate billing,3,1,1,0,0,0,0,1,0,No
276,Cost-Conscious Family Households,Dubai Hills Estate,Western (Europe/NA/ANZ),45-54,Couple with children,Tenant,5.8,4,"15,000-29,999",0,0,0,0,1,0,Informal/word-of-mouth,3,0,1,1,1,0,1,0,0,0,10.2,0,1,0,1,0,0,1,0,1,5,Weekly,1715.0,1575.0,Separate billing,4,3,0,0,0,1,0,1,0,Yes
277,Cost-Conscious Family Households,Al Furjan,Other Arab,45-54,Couple with children,Tenant,3.1,5,,1,1,1,1,0,0,Agency/company,4,0,0,0,0,0,1,1,0,0,4.5,1,1,1,1,0,0,1,0,1,3,Monthly,1663.0,2943.0,Bundled into HOA fees,3,4,0,0,1,0,0,0,0,Maybe
278,Skeptical Traditionalists,Jumeirah Park,South Asian,55+,Couple with children,Owner,10.7,5,"80,000+",0,0,0,1,0,0,Mix,4,0,0,0,0,0,0,1,1,0,,1,1,1,0,0,0,0,0,1,5,Weekly,3473.0,2943.0,No preference,5,3,0,0,0,0,0,0,0,Maybe
279,Tech-Savvy Young Adopters,Arabian Ranches,Southeast/East Asian,25-34,"Single/couple, no children",Owner,2.8,2,"50,000-79,999",0,0,1,0,1,0,Agency/company,3,0,0,0,0,0,0,1,1,0,7.0,0,1,1,1,0,1,1,1,1,3,Flexible/on-demand,1130.0,962.0,Bundled into HOA fees,4,4,1,0,0,0,0,0,0,Maybe
280,Tech-Savvy Young Adopters,The Springs,Western (Europe/NA/ANZ),Under 25,"Single/couple, no children",Tenant,0.4,4,"80,000+",0,0,0,0,0,1,Mix,3,1,0,0,0,1,0,0,1,0,6.8,1,1,0,0,0,1,0,0,0,3,Weekly,2918.0,2421.0,Separate billing,4,5,0,0,0,0,0,0,0,Maybe
281,Time-Poor Premium Professionals,The Springs,African,25-34,Couple with children,Tenant,4.3,3,"50,000-79,999",1,1,0,1,1,0,Agency/company,2,1,0,0,1,1,1,0,1,0,13.9,1,1,1,1,0,1,0,0,1,4,Monthly,2622.0,4844.0,Separate billing,5,2,0,0,0,0,1,0,1,Maybe
282,Time-Poor Premium Professionals,Jumeirah Islands,Other Arab,35-44,"Single/couple, no children",Tenant,5.4,4,,1,1,1,0,0,0,Agency/company,5,1,1,0,1,1,0,1,1,0,10.0,1,0,0,1,0,1,1,0,1,5,Weekly,3047.0,2894.0,Separate billing,2,4,0,1,0,0,0,0,0,Maybe
283,Cost-Conscious Family Households,The Meadows,South Asian,35-44,Shared housing/roommates,Tenant,3.1,3,"50,000-79,999",0,1,0,1,0,0,Agency/company,3,1,1,0,1,0,1,0,1,0,7.1,1,1,0,1,0,0,0,1,0,2,Biweekly,1596.0,1286.0,No preference,4,4,0,0,0,0,0,0,0,No
284,Cost-Conscious Family Households,Dubai Hills Estate,GCC national,45-54,Couple with children,Owner,7.4,2,"30,000-49,999",1,1,0,1,0,0,Individual freelancers,5,1,1,0,0,0,1,0,1,0,4.9,1,0,1,0,0,1,0,0,0,5,Monthly,1266.0,1250.0,Bundled into HOA fees,5,3,1,1,0,0,0,1,0,Yes
285,Skeptical Traditionalists,Jumeirah Park,Other Arab,45-54,"Single/couple, no children",Owner,17.5,3,"50,000-79,999",0,0,1,0,1,0,Informal/word-of-mouth,4,1,1,1,0,1,0,1,0,1,5.0,0,1,1,1,0,0,1,0,1,4,Weekly,3145.0,3312.0,Bundled into HOA fees,5,3,0,0,0,1,0,0,0,Maybe
286,Cost-Conscious Family Households,Arabian Ranches,GCC national,25-34,Couple with children,Tenant,5.1,3,"30,000-49,999",0,1,1,0,1,0,Agency/company,5,0,1,1,0,1,0,0,0,0,6.0,1,1,1,0,0,0,0,0,1,2,Monthly,2040.0,2353.0,Bundled into HOA fees,4,3,1,0,0,0,1,0,0,No
287,Time-Poor Premium Professionals,Arabian Ranches,Southeast/East Asian,35-44,"Single/couple, no children",Tenant,0.5,3,"30,000-49,999",1,1,0,1,1,0,Individual freelancers,3,0,0,0,0,1,0,0,0,0,79.0,1,0,1,1,0,1,0,0,1,3,Monthly,2776.0,3692.0,No preference,3,3,0,0,1,1,0,0,0,Maybe
288,Cost-Conscious Family Households,Damac Hills,GCC national,35-44,Multigenerational household,Owner,11.8,4,"15,000-29,999",1,0,0,0,1,1,Individual freelancers,2,0,0,0,1,0,1,0,0,0,6.2,0,0,0,1,0,0,0,0,0,3,Weekly,1164.0,1300.0,No preference,4,3,0,0,0,1,0,0,0,Maybe
289,Skeptical Traditionalists,Arabian Ranches,Other Arab,55+,Shared housing/roommates,Tenant,5.5,4,"80,000+",0,0,0,1,1,0,Mix,4,1,0,0,0,0,1,0,1,0,4.4,0,1,1,0,0,0,0,1,0,5,Weekly,4210.0,4783.0,Separate billing,4,2,0,0,0,1,0,0,0,Maybe
290,Time-Poor Premium Professionals,Al Furjan,Western (Europe/NA/ANZ),25-34,Couple with children,Owner,0.5,3,"50,000-79,999",1,1,0,1,1,0,Mix,3,1,0,1,0,1,0,0,0,0,9.6,1,1,1,0,1,1,1,0,1,5,Weekly,2603.0,2921.0,Separate billing,4,4,0,0,1,0,0,1,0,Maybe
291,Tech-Savvy Young Adopters,Akoya Oxygen,South Asian,35-44,"Single/couple, no children",Tenant,0.8,3,"15,000-29,999",0,0,1,0,1,0,DIY,1,0,1,1,0,1,0,0,0,0,5.3,0,1,0,1,1,1,1,0,0,3,Biweekly,1318.0,1594.0,No preference,3,4,1,0,0,0,0,0,0,Maybe
292,Time-Poor Premium Professionals,Arabian Ranches,Other Arab,35-44,"Single/couple, no children",Owner,8.1,4,"30,000-49,999",1,0,1,0,0,0,Agency/company,2,0,0,1,0,1,0,0,0,0,8.5,1,1,1,1,0,0,0,1,1,4,Monthly,4314.0,6723.0,Separate billing,3,5,1,0,0,0,0,0,0,Yes
293,Tech-Savvy Young Adopters,The Springs,Western (Europe/NA/ANZ),Under 25,Shared housing/roommates,Owner,3.3,3,"15,000-29,999",1,0,0,0,1,0,Individual freelancers,3,1,1,1,1,0,0,1,0,1,9.0,0,1,0,0,0,0,1,0,1,4,Weekly,948.0,986.0,Bundled into HOA fees,3,5,0,0,0,1,1,1,0,Yes
294,Time-Poor Premium Professionals,Akoya Oxygen,Other Arab,25-34,Couple with children,Owner,8.8,3,"50,000-79,999",1,0,0,1,0,0,Agency/company,2,0,1,0,1,0,0,0,1,0,69.7,1,1,1,1,1,0,0,1,0,3,Weekly,5693.0,6455.0,Bundled into HOA fees,3,3,0,1,0,0,0,0,0,Yes
295,Tech-Savvy Young Adopters,Jumeirah Park,Other Arab,25-34,Shared housing/roommates,Tenant,2.8,2,"30,000-49,999",1,0,0,0,0,0,Informal/word-of-mouth,3,0,0,0,1,0,1,0,1,0,6.7,1,1,1,1,0,1,1,0,0,2,Biweekly,583.0,1015.0,Separate billing,5,5,0,0,1,0,0,0,0,Maybe
296,Tech-Savvy Young Adopters,Jumeirah Park,South Asian,25-34,"Single/couple, no children",Tenant,0.9,2,"15,000-29,999",1,0,0,0,0,0,Individual freelancers,3,1,0,0,1,0,0,0,1,0,5.9,1,0,0,1,0,0,0,0,0,2,Biweekly,510.0,855.0,Bundled into HOA fees,5,5,0,1,0,0,0,0,0,Maybe
297,Tech-Savvy Young Adopters,Jumeirah Park,South Asian,25-34,Shared housing/roommates,Owner,4.7,3,"15,000-29,999",1,0,0,0,1,0,DIY,2,0,1,1,1,1,0,0,0,0,5.7,1,1,0,1,0,1,0,0,1,4,Flexible/on-demand,1523.0,1186.0,No preference,2,5,0,0,1,0,0,0,0,Yes
298,Tech-Savvy Young Adopters,The Springs,Southeast/East Asian,45-54,"Single/couple, no children",Tenant,1.2,4,"15,000-29,999",1,1,0,0,0,0,Individual freelancers,3,0,0,0,0,1,0,0,1,0,4.5,0,0,0,1,1,0,0,1,0,4,Weekly,1036.0,1856.0,No preference,5,5,1,0,0,1,0,0,0,Maybe
299,Affluent Low-Engagement,Jumeirah Islands,Western (Europe/NA/ANZ),35-44,Couple with children,Owner,5.0,5,,0,1,0,1,0,0,Agency/company,5,0,0,0,1,0,0,0,0,0,1.9,0,0,1,1,0,1,0,0,1,4,Biweekly,4519.0,7194.0,Bundled into HOA fees,4,3,0,0,0,1,1,0,0,No
300,Skeptical Traditionalists,Al Furjan,GCC national,45-54,Multigenerational household,Owner,6.6,3,"15,000-29,999",1,1,0,0,1,0,Informal/word-of-mouth,3,0,0,1,0,0,0,1,0,0,4.3,0,1,0,0,0,0,0,1,0,5,Flexible/on-demand,1844.0,1741.0,Separate billing,4,1,0,1,0,1,0,0,0,No
301,Affluent Low-Engagement,Al Furjan,Western (Europe/NA/ANZ),55+,Couple with children,Owner,12.3,5,"80,000+",0,1,0,1,1,0,Informal/word-of-mouth,2,0,0,0,0,1,0,0,0,0,2.6,0,1,0,0,0,0,1,0,1,2,Monthly,8655.0,11708.0,Separate billing,2,2,0,0,0,0,1,0,1,Maybe
302,Time-Poor Premium Professionals,Akoya Oxygen,South Asian,35-44,Couple with children,Owner,6.3,3,,1,1,0,0,1,0,Individual freelancers,2,1,0,0,1,0,0,0,1,0,7.3,1,0,0,1,0,1,0,0,0,5,Flexible/on-demand,2452.0,2948.0,Bundled into HOA fees,4,5,1,1,0,0,0,0,0,Yes
303,Skeptical Traditionalists,Jumeirah Islands,Other Arab,45-54,Couple with children,Owner,7.5,4,"30,000-49,999",0,1,0,0,1,0,Individual freelancers,4,0,0,0,1,0,1,0,0,0,4.6,0,0,1,1,0,0,0,0,1,3,Biweekly,1827.0,843.0,No preference,4,2,0,1,0,1,0,0,0,No
304,Skeptical Traditionalists,Akoya Oxygen,Western (Europe/NA/ANZ),55+,Multigenerational household,Owner,7.7,4,"30,000-49,999",0,1,0,0,1,0,Individual freelancers,4,0,0,1,0,0,0,0,0,0,0.5,1,1,1,1,0,1,0,1,1,5,Biweekly,2406.0,1937.0,Separate billing,4,3,1,1,0,0,0,0,0,Maybe
305,Tech-Savvy Young Adopters,Dubai Hills Estate,Other,35-44,Multigenerational household,Owner,0.5,3,"30,000-49,999",1,0,1,0,0,0,Individual freelancers,1,1,0,0,1,0,0,0,0,0,3.8,1,1,0,0,0,0,1,0,1,4,Biweekly,855.0,1177.0,No preference,3,5,1,0,1,0,0,0,0,Maybe
306,Cost-Conscious Family Households,Arabian Ranches,South Asian,25-34,Couple with children,Owner,10.5,3,"80,000+",1,0,0,1,0,0,Individual freelancers,2,1,0,0,0,0,0,0,1,1,5.4,1,1,0,1,1,0,0,0,1,4,Biweekly,2539.0,1239.0,Separate billing,4,3,1,1,0,1,0,0,0,Yes
307,Cost-Conscious Family Households,The Meadows,Southeast/East Asian,45-54,Couple with children,Owner,5.1,4,"15,000-29,999",0,0,0,1,0,0,Individual freelancers,3,0,0,0,1,0,0,0,0,0,5.2,1,0,1,1,1,0,0,1,0,3,Flexible/on-demand,1363.0,546.0,Bundled into HOA fees,3,4,0,0,0,0,1,1,0,Yes
308,Skeptical Traditionalists,Akoya Oxygen,Western (Europe/NA/ANZ),45-54,Couple with children,Owner,5.4,4,"30,000-49,999",1,1,0,0,0,0,Individual freelancers,5,0,0,0,0,0,0,0,0,1,1.3,0,1,1,0,0,0,0,0,1,4,Biweekly,2875.0,2498.0,Bundled into HOA fees,4,1,0,0,0,0,0,0,1,Maybe
309,Cost-Conscious Family Households,The Meadows,Southeast/East Asian,45-54,Couple with children,Owner,3.5,3,"50,000-79,999",1,0,0,1,1,0,Agency/company,2,1,0,0,1,1,1,1,1,0,9.1,1,0,1,1,1,1,0,1,1,2,Weekly,2013.0,1871.0,Bundled into HOA fees,4,3,0,0,0,0,0,0,0,Yes
310,Time-Poor Premium Professionals,The Springs,Western (Europe/NA/ANZ),45-54,Multigenerational household,Tenant,5.0,5,,1,0,0,0,1,0,Mix,3,1,0,0,0,1,1,0,1,0,8.3,1,1,1,0,0,1,1,0,0,5,Weekly,2709.0,3808.0,Separate billing,4,5,1,1,1,0,0,0,0,Maybe
311,Cost-Conscious Family Households,Jumeirah Park,Western (Europe/NA/ANZ),55+,Shared housing/roommates,Owner,2.6,2,,0,0,0,0,0,1,Individual freelancers,4,1,0,0,0,0,1,0,0,0,3.3,1,1,1,1,0,0,0,1,0,3,Flexible/on-demand,816.0,688.0,Bundled into HOA fees,4,2,1,1,0,0,0,0,0,Maybe
312,Cost-Conscious Family Households,Mudon,South Asian,Under 25,Couple with children,Owner,2.9,4,"30,000-49,999",1,0,0,0,0,0,Informal/word-of-mouth,2,0,0,0,0,1,0,1,0,0,7.9,1,0,1,0,0,1,0,0,0,2,Weekly,2074.0,2273.0,Separate billing,4,4,1,0,0,1,1,1,0,No
313,Cost-Conscious Family Households,Arabian Ranches,Western (Europe/NA/ANZ),45-54,Couple with children,Tenant,2.4,5,"30,000-49,999",1,0,0,0,1,0,Individual freelancers,4,1,0,1,0,0,1,0,0,0,6.3,1,1,1,1,0,1,0,0,1,4,Biweekly,1661.0,1590.0,No preference,5,3,1,0,0,0,0,0,0,No
